component,protein,clean_score,corrupt_score,delta_d_proj,frac_of_total
attn_L4_H2,3N08A,0.132798,0.165324,-0.032526,-0.003332
attn_L4_H2,3NY7A,-0.001666,-0.005517,0.003851,0.000355
attn_L4_H2,3PU9A,0.102248,0.085435,0.016813,0.001138
attn_L4_H2,3R6DA,0.084358,0.004913,0.079445,0.005827
attn_L4_H2,3RHBA,0.119182,0.064645,0.054537,0.004063
attn_L4_H2,3ZSJA,0.113652,0.110067,0.003585,0.000278
attn_L4_H2,4GS1A,0.039741,0.019695,0.020045,0.002608
attn_L4_H2,4I8HA,0.123861,0.077362,0.046500,0.007143
attn_L4_H2,4K8WA,-0.149377,-0.073688,-0.075689,-0.008599
attn_L4_H2,4LBHA,-0.038044,0.035225,-0.073268,-0.008392
attn_L4_H2,4LH6A,0.010094,-0.105456,0.115549,0.007109
attn_L4_H2,4MUOA,0.081930,0.144715,-0.062785,-0.003053
attn_L4_H2,4MZCA,-0.021638,-0.098648,0.077010,0.009047
attn_L4_H2,4PEDA,0.298282,0.289877,0.008404,0.000331
attn_L4_H2,4RVCA,0.107969,0.079426,0.028543,0.002446
attn_L4_H2,4TL6A,0.023900,0.007939,0.015961,0.001083
attn_L4_H2,4WBJA,0.129826,0.112216,0.017610,0.001537
attn_L4_H2,4XRAA,0.153536,0.091256,0.062280,0.002956
attn_L4_H2,5AJGA,-0.077066,-0.079854,0.002788,0.000178
attn_L4_H3,1CUKA,-0.335717,-0.319552,-0.016165,-0.001253
attn_L4_H3,1F86A,-0.117409,-0.160362,0.042954,0.003642
attn_L4_H3,1G3QA,-0.258388,-0.207629,-0.050759,-0.003293
attn_L4_H3,1H4XA,-0.113842,-0.233349,0.119506,0.005104
attn_L4_H3,1HDKA,-0.192815,-0.196694,0.003879,0.000345
attn_L4_H3,1KMVA,-0.217052,-0.193133,-0.023919,-0.001361
attn_L4_H3,1S3CA,-0.085987,-0.132598,0.046611,0.007129
attn_L4_H3,1T2WA,-0.112966,-0.206804,0.093838,0.020148
attn_L4_H3,1U2KA,-0.217363,-0.215028,-0.002335,-0.000160
attn_L4_H3,2CZQA,-0.205143,-0.241401,0.036257,0.002470
attn_L4_H3,2D2EA,-0.228577,-0.164509,-0.064068,-0.003974
attn_L4_H3,2D59A,-0.162272,-0.167220,0.004947,0.000533
attn_L4_H3,2D5MA,-0.189286,-0.193454,0.004168,0.000344
attn_L4_H3,2DYIA,-0.183307,-0.164315,-0.018992,-0.001895
attn_L4_H3,2GK4A,-0.252670,-0.316247,0.063577,0.007194
attn_L4_H3,2II1A,-0.111000,-0.156643,0.045643,0.003385
attn_L4_H3,2O2KA,-0.220302,-0.270936,0.050634,0.008374
attn_L4_H3,2OZEA,-0.267097,-0.214599,-0.052498,-0.005379
attn_L4_H3,2PJZA,-0.260742,-0.219825,-0.040918,-0.003054
attn_L4_H3,2WAWA,-0.138100,-0.187056,0.048956,0.002819
attn_L4_H3,2YC3A,-0.273530,-0.230405,-0.043125,-0.004124
attn_L4_H3,3BZMA,-0.178933,-0.222645,0.043712,0.015274
attn_L4_H3,3C8MA,-0.161090,-0.384619,0.223529,0.011345
attn_L4_H3,3EYEA,-0.059768,-0.107853,0.048085,0.003334
attn_L4_H3,3FF9A,-0.058127,-0.153266,0.095139,0.016263
attn_L4_H3,3FZ4A,-0.078673,-0.100370,0.021697,0.002503
attn_L4_H3,3G5TA,-0.226008,-0.346159,0.120151,0.005963
attn_L4_H3,3GX8A,-0.190546,-0.178474,-0.012072,-0.001240
attn_L4_H3,3JRNA,-0.143894,-0.249819,0.105926,0.006417
attn_L4_H3,3L51A,-0.098522,-0.214717,0.116196,0.012437
attn_L4_H3,3LWXA,-0.189476,-0.266582,0.077106,0.011817
attn_L4_H3,3N08A,-0.180519,-0.135151,-0.045368,-0.004648
attn_L4_H3,3NY7A,-0.078922,-0.095597,0.016675,0.001537
attn_L4_H3,3PU9A,-0.002709,-0.062514,0.059804,0.004047
attn_L4_H3,3R6DA,-0.202935,-0.147465,-0.055470,-0.004069
attn_L4_H3,3RHBA,-0.109040,-0.108738,-0.000302,-0.000023
attn_L4_H3,3ZSJA,-0.138715,-0.251520,0.112805,0.008741
attn_L4_H3,4GS1A,-0.135845,-0.210316,0.074472,0.009690
attn_L4_H3,4I8HA,-0.188769,-0.143796,-0.044974,-0.006908
attn_L4_H3,4K8WA,-0.189239,-0.113787,-0.075452,-0.008572
attn_L4_H3,4LBHA,-0.196989,-0.178686,-0.018303,-0.002096
attn_L4_H3,4LH6A,-0.243191,-0.325325,0.082134,0.005053
attn_L4_H3,4MUOA,-0.251602,-0.411822,0.160220,0.007792
attn_L4_H3,4MZCA,-0.175516,-0.162022,-0.013494,-0.001585
attn_L4_H3,4PEDA,-0.376090,-0.439753,0.063663,0.002508
attn_L4_H3,4RVCA,-0.193958,-0.134410,-0.059548,-0.005103
attn_L4_H3,4TL6A,-0.168670,-0.251191,0.082521,0.005601
attn_L4_H3,4WBJA,-0.021088,-0.140377,0.119290,0.010410
attn_L4_H3,4XRAA,-0.115449,-0.263865,0.148416,0.007043
attn_L4_H3,5AJGA,-0.334761,-0.283360,-0.051401,-0.003279
attn_L4_H4,1CUKA,0.065908,0.045978,0.019930,0.001545
attn_L4_H4,1F86A,0.009026,0.062133,-0.053107,-0.004503
attn_L4_H4,1G3QA,-0.036019,-0.023238,-0.012781,-0.000829
attn_L4_H4,1H4XA,-0.095584,-0.060986,-0.034598,-0.001478
attn_L4_H4,1HDKA,0.037959,0.073594,-0.035635,-0.003170
attn_L4_H4,1KMVA,0.026462,0.065152,-0.038690,-0.002202
attn_L4_H4,1S3CA,-0.038294,-0.017282,-0.021012,-0.003214
attn_L4_H4,1T2WA,0.011542,0.044668,-0.033126,-0.007112
attn_L4_H4,1U2KA,0.211140,0.185510,0.025629,0.001762
attn_L4_H4,2CZQA,-0.159058,-0.100943,-0.058115,-0.003959
attn_L4_H4,2D2EA,-0.009737,0.060217,-0.069954,-0.004339
attn_L4_H4,2D59A,0.000425,0.042663,-0.042238,-0.004553
attn_L4_H4,2D5MA,0.025335,0.035028,-0.009693,-0.000800
attn_L4_H4,2DYIA,-0.063569,-0.013307,-0.050262,-0.005016
attn_L4_H4,2GK4A,-0.050193,-0.013317,-0.036877,-0.004173
attn_L4_H4,2II1A,-0.046673,0.034882,-0.081556,-0.006049
attn_L4_H4,2O2KA,0.099458,0.036574,0.062884,0.010400
attn_L4_H4,2OZEA,0.008580,0.049658,-0.041078,-0.004209
attn_L4_H4,2PJZA,-0.045969,0.008630,-0.054599,-0.004075
attn_L4_H4,2WAWA,-0.067851,-0.064863,-0.002988,-0.000172
attn_L4_H4,2YC3A,-0.005286,0.043530,-0.048816,-0.004668
attn_L4_H4,3BZMA,-0.053077,-0.025043,-0.028034,-0.009796
attn_L4_H4,3C8MA,-0.042873,-0.043372,0.000498,0.000025
attn_L4_H4,3EYEA,0.018588,0.010104,0.008484,0.000588
attn_L4_H4,3FF9A,-0.060159,-0.030311,-0.029848,-0.005102
attn_L4_H4,3FZ4A,0.039814,0.053572,-0.013758,-0.001587
attn_L4_H4,3G5TA,-0.057193,0.006369,-0.063561,-0.003154
attn_L4_H4,3GX8A,-0.017679,0.040024,-0.057703,-0.005926
attn_L4_H4,3JRNA,-0.048594,0.049827,-0.098421,-0.005963
attn_L4_H4,3L51A,-0.120573,-0.003102,-0.117471,-0.012573
attn_L4_H4,3LWXA,-0.029294,0.064360,-0.093654,-0.014353
attn_L4_H4,3N08A,-0.123234,-0.063656,-0.059578,-0.006104
attn_L4_H4,3NY7A,0.000409,0.049199,-0.048790,-0.004498
attn_L4_H4,3PU9A,-0.002613,-0.011506,0.008893,0.000602
attn_L4_H4,3R6DA,-0.010856,0.007474,-0.018330,-0.001344
attn_L4_H4,3RHBA,-0.033778,-0.021765,-0.012013,-0.000895
attn_L4_H4,3ZSJA,-0.070309,0.051740,-0.122049,-0.009457
attn_L4_H4,4GS1A,-0.023252,-0.050972,0.027720,0.003607
attn_L4_H4,4I8HA,-0.025650,-0.024365,-0.001285,-0.000197
attn_L4_H4,4K8WA,-0.017554,-0.033556,0.016003,0.001818
attn_L4_H4,4LBHA,0.157629,0.193689,-0.036060,-0.004130
attn_L4_H4,4LH6A,-0.075434,-0.042949,-0.032485,-0.001999
attn_L4_H4,4MUOA,-0.008736,0.003787,-0.012523,-0.000609
attn_L4_H4,4MZCA,-0.069096,0.000134,-0.069230,-0.008133
attn_L4_H4,4PEDA,0.178849,0.116875,0.061974,0.002441
attn_L4_H4,4RVCA,-0.009221,0.026321,-0.035542,-0.003046
attn_L4_H4,4TL6A,-0.068444,-0.082818,0.014374,0.000976
attn_L4_H4,4WBJA,0.125996,0.051868,0.074128,0.006469
attn_L4_H4,4XRAA,-0.074000,-0.014667,-0.059332,-0.002816
attn_L4_H4,5AJGA,0.021571,0.047564,-0.025993,-0.001658
attn_L4_H5,1CUKA,-0.103340,-0.079815,-0.023525,-0.001824
attn_L4_H5,1F86A,0.027896,0.004227,0.023668,0.002007
attn_L4_H5,1G3QA,-0.050019,-0.109677,0.059658,0.003870
attn_L4_H5,1H4XA,0.140601,-0.021118,0.161719,0.006907
attn_L4_H5,1HDKA,-0.020948,-0.042332,0.021384,0.001902
attn_L4_H5,1KMVA,-0.019816,-0.035970,0.016153,0.000919
attn_L4_H5,1S3CA,0.151682,0.002989,0.148693,0.022744
attn_L4_H5,1T2WA,0.045916,-0.048972,0.094888,0.020373
attn_L4_H5,1U2KA,-0.002451,-0.058715,0.056263,0.003867
attn_L4_H5,2CZQA,0.006097,-0.055642,0.061739,0.004206
attn_L4_H5,2D2EA,0.025056,-0.030111,0.055167,0.003422
attn_L4_H5,2D59A,0.030021,-0.086951,0.116972,0.012610
attn_L4_H5,2D5MA,-0.092099,-0.089487,-0.002612,-0.000216
attn_L4_H5,2DYIA,0.039153,-0.046375,0.085529,0.008535
attn_L4_H5,2GK4A,0.020015,-0.021963,0.041978,0.004750
attn_L4_H5,2II1A,0.120293,-0.004737,0.125031,0.009274
attn_L4_H5,2O2KA,-0.016428,0.026465,-0.042894,-0.007094
attn_L4_H5,2OZEA,-0.002913,-0.062681,0.059768,0.006124
attn_L4_H5,2PJZA,-0.011247,-0.049799,0.038551,0.002878
attn_L4_H5,2WAWA,-0.034636,-0.095485,0.060849,0.003504
attn_L4_H5,2YC3A,-0.024623,-0.063822,0.039199,0.003748
attn_L4_H5,3BZMA,-0.033198,-0.067467,0.034268,0.011974
attn_L4_H5,3C8MA,0.095150,0.009551,0.085599,0.004345
attn_L4_H5,3EYEA,0.123355,0.045791,0.077564,0.005378
attn_L4_H5,3FF9A,0.044742,0.018035,0.026707,0.004565
attn_L4_H5,3FZ4A,-0.009725,-0.074723,0.064998,0.007499
attn_L4_H5,3G5TA,-0.008508,-0.061861,0.053353,0.002648
attn_L4_H5,3GX8A,-0.088668,-0.089402,0.000734,0.000075
attn_L4_H5,3JRNA,0.019288,-0.057116,0.076404,0.004629
attn_L4_H5,3L51A,0.098498,0.013012,0.085486,0.009150
attn_L4_H5,3LWXA,0.075954,0.009373,0.066582,0.010204
attn_L4_H5,3N08A,-0.072758,-0.071106,-0.001651,-0.000169
attn_L4_H5,3NY7A,0.356818,0.045299,0.311519,0.028719
attn_L4_H5,3PU9A,-0.004624,-0.090511,0.085887,0.005811
attn_L4_H5,3R6DA,-0.019278,-0.071914,0.052636,0.003861
attn_L4_H5,3RHBA,-0.001588,-0.046619,0.045031,0.003355
attn_L4_H5,3ZSJA,0.138650,0.029824,0.108825,0.008432
attn_L4_H5,4GS1A,0.014668,-0.017584,0.032252,0.004196
attn_L4_H5,4I8HA,-0.033902,-0.056297,0.022396,0.003440
attn_L4_H5,4K8WA,0.144302,0.030509,0.113793,0.012928
attn_L4_H5,4LBHA,0.050294,0.017497,0.032797,0.003756
attn_L4_H5,4LH6A,-0.075933,-0.127997,0.052064,0.003203
attn_L4_H5,4MUOA,0.486063,0.068484,0.417579,0.020308
attn_L4_H5,4MZCA,-0.047564,-0.048460,0.000896,0.000105
attn_L4_H5,4PEDA,0.034195,-0.054178,0.088373,0.003481
attn_L4_H5,4RVCA,-0.047608,-0.089922,0.042314,0.003626
attn_L4_H5,4TL6A,0.197830,0.011274,0.186555,0.012663
attn_L4_H5,4WBJA,0.102012,-0.036503,0.138515,0.012088
attn_L4_H5,4XRAA,0.061195,-0.016671,0.077866,0.003695
attn_L4_H5,5AJGA,0.001135,-0.080381,0.081516,0.005201
attn_L4_H6,1CUKA,0.249312,0.159268,0.090044,0.006982
attn_L4_H6,1F86A,0.012443,0.071672,-0.059229,-0.005022
attn_L4_H6,1G3QA,0.128976,0.131840,-0.002864,-0.000186
attn_L4_H6,1H4XA,0.419001,0.449256,-0.030255,-0.001292
attn_L4_H6,1HDKA,0.159356,0.161910,-0.002554,-0.000227
attn_L4_H6,1KMVA,0.509678,0.518461,-0.008783,-0.000500
attn_L4_H6,1S3CA,0.488612,0.584764,-0.096152,-0.014707
attn_L4_H6,1T2WA,0.132476,0.185651,-0.053175,-0.011417
attn_L4_H6,1U2KA,0.261040,0.331802,-0.070762,-0.004864
attn_L4_H6,2CZQA,-0.041123,0.001855,-0.042978,-0.002928
attn_L4_H6,2D2EA,0.046785,0.097417,-0.050632,-0.003140
attn_L4_H6,2D59A,0.423212,0.368651,0.054560,0.005882
attn_L4_H6,2D5MA,-0.070984,0.014512,-0.085495,-0.007060
attn_L4_H6,2DYIA,0.130036,0.180463,-0.050428,-0.005032
attn_L4_H6,2GK4A,-0.024809,0.034698,-0.059506,-0.006733
attn_L4_H6,2II1A,0.025229,-0.015979,0.041208,0.003057
attn_L4_H6,2O2KA,-0.299579,-0.222390,-0.077189,-0.012766
attn_L4_H6,2OZEA,0.019681,0.052088,-0.032407,-0.003321
attn_L4_H6,2PJZA,-0.111385,-0.074176,-0.037208,-0.002777
attn_L4_H6,2WAWA,0.581501,0.560450,0.021052,0.001212
attn_L4_H6,2YC3A,0.554794,0.501655,0.053139,0.005081
attn_L4_H6,3BZMA,0.248750,0.281579,-0.032828,-0.011471
attn_L4_H6,3C8MA,0.153157,0.211313,-0.058155,-0.002952
attn_L4_H6,3EYEA,0.104383,0.130683,-0.026300,-0.001823
attn_L4_H6,3FF9A,0.266190,0.350645,-0.084455,-0.014437
attn_L4_H6,3FZ4A,-0.065539,-0.027113,-0.038426,-0.004433
attn_L4_H6,3G5TA,-0.094961,0.054163,-0.149124,-0.007401
attn_L4_H6,3GX8A,0.369248,0.329136,0.040113,0.004119
attn_L4_H6,3JRNA,0.247323,0.194404,0.052919,0.003206
attn_L4_H6,3L51A,-0.193106,-0.175086,-0.018019,-0.001929
attn_L4_H6,3LWXA,-0.095728,-0.074983,-0.020744,-0.003179
attn_L4_H6,3N08A,0.033340,0.100035,-0.066695,-0.006833
attn_L4_H6,3NY7A,0.042156,0.121071,-0.078915,-0.007275
attn_L4_H6,3PU9A,0.004220,0.058977,-0.054757,-0.003705
attn_L4_H6,3R6DA,0.035048,0.193122,-0.158074,-0.011595
attn_L4_H6,3RHBA,0.146980,0.103163,0.043818,0.003265
attn_L4_H6,3ZSJA,0.311442,0.300996,0.010446,0.000809
attn_L4_H6,4GS1A,0.081915,0.075417,0.006498,0.000845
attn_L4_H6,4I8HA,0.007259,-0.004595,0.011854,0.001821
attn_L4_H6,4K8WA,0.138133,0.326177,-0.188044,-0.021364
attn_L4_H6,4LBHA,0.190439,0.205999,-0.015560,-0.001782
attn_L4_H6,4LH6A,0.359362,0.389921,-0.030559,-0.001880
attn_L4_H6,4MUOA,0.070186,0.095317,-0.025131,-0.001222
attn_L4_H6,4MZCA,0.189038,0.171963,0.017074,0.002006
attn_L4_H6,4PEDA,0.377721,0.369110,0.008611,0.000339
attn_L4_H6,4RVCA,0.194447,0.253653,-0.059206,-0.005074
attn_L4_H6,4TL6A,-0.304201,-0.336377,0.032176,0.002184
attn_L4_H6,4WBJA,0.288294,0.251764,0.036530,0.003188
attn_L4_H6,4XRAA,0.252062,0.199396,0.052666,0.002499
attn_L4_H6,5AJGA,-0.234138,-0.061189,-0.172949,-0.011034
attn_L4_H7,1CUKA,-0.260384,-0.365259,0.104875,0.008132
attn_L4_H7,1F86A,-0.259506,-0.345380,0.085874,0.007281
attn_L4_H7,1G3QA,-0.281569,-0.393411,0.111842,0.007255
attn_L4_H7,1H4XA,-0.053350,-0.335708,0.282358,0.012059
attn_L4_H7,1HDKA,-0.344291,-0.403115,0.058824,0.005232
attn_L4_H7,1KMVA,-0.238645,-0.363977,0.125332,0.007134
attn_L4_H7,1S3CA,-0.026013,-0.155342,0.129329,0.019782
attn_L4_H7,1T2WA,-0.172693,-0.420776,0.248083,0.053265
attn_L4_H7,1U2KA,-0.104892,-0.253149,0.148257,0.010190
attn_L4_H7,2CZQA,0.006620,-0.147561,0.154181,0.010504
attn_L4_H7,2D2EA,-0.236515,-0.325407,0.088893,0.005514
attn_L4_H7,2D59A,-0.299730,-0.387271,0.087541,0.009437
attn_L4_H7,2D5MA,-0.240805,-0.403472,0.162667,0.013432
attn_L4_H7,2DYIA,-0.274584,-0.343655,0.069071,0.006893
attn_L4_H7,2GK4A,-0.144084,-0.233869,0.089785,0.010160
attn_L4_H7,2II1A,-0.089463,-0.234130,0.144668,0.010730
attn_L4_H7,2O2KA,0.012745,-0.086762,0.099508,0.016457
attn_L4_H7,2OZEA,-0.223906,-0.316509,0.092603,0.009489
attn_L4_H7,2PJZA,-0.258054,-0.307016,0.048963,0.003655
attn_L4_H7,2WAWA,-0.045169,-0.204064,0.158895,0.009149
attn_L4_H7,2YC3A,-0.227231,-0.368287,0.141057,0.013488
attn_L4_H7,3BZMA,-0.097513,-0.189669,0.092156,0.032201
attn_L4_H7,3C8MA,-0.122962,-0.197665,0.074703,0.003792
attn_L4_H7,3EYEA,0.011827,-0.075533,0.087361,0.006057
attn_L4_H7,3FF9A,-0.191989,-0.336975,0.144986,0.024784
attn_L4_H7,3FZ4A,-0.287239,-0.354232,0.066993,0.007729
attn_L4_H7,3G5TA,-0.050195,-0.249188,0.198993,0.009875
attn_L4_H7,3GX8A,-0.224560,-0.298785,0.074226,0.007622
attn_L4_H7,3JRNA,-0.246078,-0.303714,0.057635,0.003492
attn_L4_H7,3L51A,-0.075689,-0.299740,0.224052,0.023981
attn_L4_H7,3LWXA,-0.140669,-0.274579,0.133910,0.020522
attn_L4_H7,3N08A,-0.355426,-0.430133,0.074707,0.007654
attn_L4_H7,3NY7A,-0.030198,-0.309462,0.279265,0.025745
attn_L4_H7,3PU9A,-0.072429,-0.154146,0.081717,0.005529
attn_L4_H7,3R6DA,-0.240707,-0.369140,0.128433,0.009420
attn_L4_H7,3RHBA,-0.353782,-0.374859,0.021077,0.001570
attn_L4_H7,3ZSJA,-0.143521,-0.313624,0.170103,0.013180
attn_L4_H7,4GS1A,-0.148642,-0.178602,0.029960,0.003898
attn_L4_H7,4I8HA,-0.302494,-0.355176,0.052682,0.008092
attn_L4_H7,4K8WA,0.021226,-0.172914,0.194140,0.022056
attn_L4_H7,4LBHA,-0.354377,-0.419825,0.065448,0.007496
attn_L4_H7,4LH6A,-0.134818,-0.291613,0.156796,0.009647
attn_L4_H7,4MUOA,-0.023814,-0.222945,0.199131,0.009684
attn_L4_H7,4MZCA,-0.234582,-0.292039,0.057457,0.006750
attn_L4_H7,4PEDA,-0.159399,-0.299861,0.140463,0.005533
attn_L4_H7,4RVCA,-0.255266,-0.351525,0.096259,0.008249
attn_L4_H7,4TL6A,-0.078644,-0.151199,0.072555,0.004925
attn_L4_H7,4WBJA,-0.055640,-0.219992,0.164352,0.014343
attn_L4_H7,4XRAA,-0.198235,-0.297068,0.098833,0.004690
attn_L4_H7,5AJGA,-0.197744,-0.324592,0.126848,0.008093
attn_L4_H8,1CUKA,0.061829,0.005041,0.056788,0.004403
attn_L4_H8,1F86A,0.194529,0.092424,0.102105,0.008657
attn_L4_H8,1G3QA,0.112608,0.049002,0.063606,0.004126
attn_L4_H8,1H4XA,-0.031040,0.021849,-0.052889,-0.002259
attn_L4_H8,1HDKA,0.108692,0.009285,0.099407,0.008842
attn_L4_H8,1KMVA,0.094458,0.036903,0.057554,0.003276
attn_L4_H8,1S3CA,-0.025155,0.044165,-0.069320,-0.010603
attn_L4_H8,1T2WA,0.160030,0.203509,-0.043479,-0.009335
attn_L4_H8,1U2KA,0.039628,0.019686,0.019941,0.001371
attn_L4_H8,2CZQA,0.321429,0.298891,0.022537,0.001535
attn_L4_H8,2D2EA,0.677005,0.192464,0.484541,0.030053
attn_L4_H8,2D59A,0.171035,0.029922,0.141114,0.015212
attn_L4_H8,2D5MA,0.210318,0.122947,0.087371,0.007214
attn_L4_H8,2DYIA,0.196860,0.117840,0.079021,0.007886
attn_L4_H8,2GK4A,0.213008,0.134290,0.078718,0.008907
attn_L4_H8,2II1A,0.257100,0.301931,-0.044831,-0.003325
attn_L4_H8,2O2KA,0.120915,0.125127,-0.004212,-0.000697
attn_L4_H8,2OZEA,0.071627,0.053680,0.017947,0.001839
attn_L4_H8,2PJZA,0.165071,0.079215,0.085856,0.006409
attn_L4_H8,2WAWA,0.385815,0.250327,0.135488,0.007801
attn_L4_H8,2YC3A,0.138442,-0.000771,0.139213,0.013312
attn_L4_H8,3BZMA,0.202521,0.198328,0.004193,0.001465
attn_L4_H8,3C8MA,0.181962,0.237277,-0.055315,-0.002807
attn_L4_H8,3EYEA,-0.003772,0.077942,-0.081714,-0.005665
attn_L4_H8,3FF9A,0.194240,0.056445,0.137795,0.023554
attn_L4_H8,3FZ4A,0.056582,-0.007112,0.063694,0.007349
attn_L4_H8,3G5TA,0.162276,0.142973,0.019303,0.000958
attn_L4_H8,3GX8A,0.078578,-0.021302,0.099880,0.010257
attn_L4_H8,3JRNA,0.141631,0.043755,0.097876,0.005930
attn_L4_H8,3L51A,0.190315,0.207042,-0.016726,-0.001790
attn_L4_H8,3LWXA,0.212455,0.277224,-0.064769,-0.009926
attn_L4_H8,3N08A,0.221273,0.105742,0.115531,0.011837
attn_L4_H8,3NY7A,-0.034556,0.108941,-0.143497,-0.013229
attn_L4_H8,3PU9A,0.151231,0.235446,-0.084215,-0.005698
attn_L4_H8,3R6DA,0.141343,0.024579,0.116764,0.008564
attn_L4_H8,3RHBA,0.042052,-0.012703,0.054756,0.004080
attn_L4_H8,3ZSJA,-0.004595,0.083337,-0.087932,-0.006813
attn_L4_H8,4GS1A,0.145320,0.169183,-0.023863,-0.003105
attn_L4_H8,4I8HA,0.060402,0.033618,0.026784,0.004114
attn_L4_H8,4K8WA,-0.002937,0.094249,-0.097187,-0.011041
attn_L4_H8,4LBHA,-0.092842,-0.109522,0.016680,0.001910
attn_L4_H8,4LH6A,0.208026,0.182990,0.025036,0.001540
attn_L4_H8,4MUOA,0.529037,0.331738,0.197299,0.009595
attn_L4_H8,4MZCA,0.120297,0.008035,0.112262,0.013189
attn_L4_H8,4PEDA,0.131186,0.096855,0.034331,0.001352
attn_L4_H8,4RVCA,0.114698,0.027968,0.086730,0.007432
attn_L4_H8,4TL6A,-0.083370,0.047777,-0.131147,-0.008902
attn_L4_H8,4WBJA,0.275565,0.106300,0.169265,0.014772
attn_L4_H8,4XRAA,0.186120,0.122419,0.063701,0.003023
attn_L4_H8,5AJGA,0.131206,0.173330,-0.042124,-0.002688
attn_L4_H9,1CUKA,0.323120,0.267049,0.056071,0.004348
attn_L4_H9,1F86A,0.274138,0.306148,-0.032010,-0.002714
attn_L4_H9,1G3QA,0.297051,0.276363,0.020688,0.001342
attn_L4_H9,1H4XA,0.146735,0.267424,-0.120689,-0.005154
attn_L4_H9,1HDKA,0.309165,0.255755,0.053410,0.004751
attn_L4_H9,1KMVA,0.418185,0.288065,0.130120,0.007406
attn_L4_H9,1S3CA,0.087173,0.118959,-0.031786,-0.004862
attn_L4_H9,1T2WA,0.336196,0.388085,-0.051889,-0.011141
attn_L4_H9,1U2KA,0.215623,0.258791,-0.043168,-0.002967
attn_L4_H9,2CZQA,0.232730,0.263335,-0.030606,-0.002085
attn_L4_H9,2D2EA,0.252643,0.207811,0.044833,0.002781
attn_L4_H9,2D59A,0.361378,0.320572,0.040806,0.004399
attn_L4_H9,2D5MA,0.401501,0.267452,0.134049,0.011069
attn_L4_H9,2DYIA,0.198914,0.254387,-0.055473,-0.005536
attn_L4_H9,2GK4A,0.331532,0.325285,0.006247,0.000707
attn_L4_H9,2II1A,0.208523,0.186905,0.021618,0.001603
attn_L4_H9,2O2KA,0.042293,0.159932,-0.117639,-0.019456
attn_L4_H9,2OZEA,0.282446,0.247946,0.034500,0.003535
attn_L4_H9,2PJZA,0.303135,0.285097,0.018038,0.001346
attn_L4_H9,2WAWA,0.298223,0.309981,-0.011758,-0.000677
attn_L4_H9,2YC3A,0.268908,0.233518,0.035389,0.003384
attn_L4_H9,3BZMA,0.285061,0.256472,0.028589,0.009990
attn_L4_H9,3C8MA,0.122631,0.210557,-0.087926,-0.004463
attn_L4_H9,3EYEA,0.206572,0.081205,0.125367,0.008692
attn_L4_H9,3FF9A,0.341178,0.369969,-0.028791,-0.004921
attn_L4_H9,3FZ4A,0.213870,0.291658,-0.077787,-0.008975
attn_L4_H9,3G5TA,0.346001,0.376863,-0.030861,-0.001532
attn_L4_H9,3GX8A,0.286339,0.250958,0.035381,0.003633
attn_L4_H9,3JRNA,0.377623,0.310980,0.066643,0.004037
attn_L4_H9,3L51A,0.257086,0.288575,-0.031489,-0.003370
attn_L4_H9,3LWXA,0.308061,0.318750,-0.010689,-0.001638
attn_L4_H9,3N08A,0.367578,0.296879,0.070699,0.007243
attn_L4_H9,3NY7A,0.102013,0.249278,-0.147265,-0.013576
attn_L4_H9,3PU9A,0.048808,0.144068,-0.095260,-0.006445
attn_L4_H9,3R6DA,0.300651,0.246571,0.054081,0.003967
attn_L4_H9,3RHBA,0.327816,0.316970,0.010846,0.000808
attn_L4_H9,3ZSJA,0.155456,0.321655,-0.166200,-0.012878
attn_L4_H9,4GS1A,0.071710,0.119493,-0.047783,-0.006217
attn_L4_H9,4I8HA,0.384179,0.308767,0.075413,0.011584
attn_L4_H9,4K8WA,0.011565,0.233701,-0.222136,-0.025237
attn_L4_H9,4LBHA,0.201812,0.181762,0.020049,0.002296
attn_L4_H9,4LH6A,0.208906,0.327131,-0.118225,-0.007274
attn_L4_H9,4MUOA,0.135589,0.246330,-0.110742,-0.005386
attn_L4_H9,4MZCA,0.382031,0.378335,0.003696,0.000434
attn_L4_H9,4PEDA,0.217863,0.233703,-0.015840,-0.000624
attn_L4_H9,4RVCA,0.328320,0.272863,0.055457,0.004752
attn_L4_H9,4TL6A,0.107011,0.289347,-0.182336,-0.012377
attn_L4_H9,4WBJA,0.309674,0.368681,-0.059007,-0.005149
attn_L4_H9,4XRAA,0.341592,0.315976,0.025616,0.001216
attn_L4_H9,5AJGA,0.216510,0.275646,-0.059135,-0.003773
attn_L4_H10,1CUKA,0.210862,0.341884,-0.131021,-0.010159
attn_L4_H10,1F86A,0.079785,0.181470,-0.101685,-0.008621
attn_L4_H10,1G3QA,0.337101,0.352018,-0.014918,-0.000968
attn_L4_H10,1H4XA,0.027626,0.147340,-0.119713,-0.005113
attn_L4_H10,1HDKA,0.250383,0.316633,-0.066250,-0.005893
attn_L4_H10,1KMVA,0.248116,0.332856,-0.084740,-0.004823
attn_L4_H10,1S3CA,0.027249,0.229034,-0.201786,-0.030865
attn_L4_H10,1T2WA,0.011446,0.216485,-0.205038,-0.044023
attn_L4_H10,1U2KA,0.018992,0.248617,-0.229625,-0.015783
attn_L4_H10,2CZQA,0.185038,0.318604,-0.133566,-0.009100
attn_L4_H10,2D2EA,0.200298,0.267264,-0.066966,-0.004154
